full_name,age,join_date,salary$,department,score,bonus,active,comments,weird_column___name
Carol,21,2023-09-30 03:18:49,15368,Sales,B,500.0,1.0,ok,-1.0062401010814983
Eve,25,2022-11-08 13:29:49,6537,,B,1000.0,1.0,needs review,1.371633037530666
Eve,18,2022-04-17 21:54:47,5708,,D,1000.0,0.0,ok,-0.5702738397543957
Eve,62,2018-08-08 17:09:30,9500,Finance,B,1000.0,1.0,needs review,-1.741557694795478
Carol,49,2022-01-05 20:20:24,18891,,B,1500.0,1.0,pending,1.7089908739443518
Carol,39,2023-04-12 09:52:41,9037,,D,1500.0,1.0,ok,-3.1767740477895514
Carol,59,2019-12-25 05:08:12,19781,IT,A,1000.0,1.0,pending,-0.5099452254345773
Bob,69,2020-01-28 00:20:01,18377,HR,,1000.0,0.0,needs review,0.9165433284001754
Alice,56,2018-05-08 17:08:34,14243,HR,A,1000.0,1.0,ok,1.1908089771344923
Eve,34,2022-07-21 16:42:53,4155,Finance,,1000.0,1.0,excellent,-0.4520217846567563
Dave,35,2020-07-12 06:59:41,18752,HR,,500.0,0.0,pending,0.742175862822865
Alice,60,2017-07-15 22:53:01,13959,IT,C,500.0,1.0,needs review,-0.6593681819666439
Frank,57,2018-05-10 06:33:05,14933,Finance,B,1000.0,1.0,,-0.3846160774066576
Carol,68,2023-10-28 07:34:20,18818,,C,1000.0,1.0,ok,0.1693215113366659
Eve,53,2022-07-28 23:14:00,4982,Operations,,500.0,1.0,needs review,0.0988450297344132
Eve,40,2020-02-23 00:27:13,4163,,B,1500.0,1.0,,-2.0901179065306588
Alice,28,2023-08-29 22:16:27,15356,Finance,A,1000.0,1.0,,0.0149960256286343
Eve,68,2020-11-21 16:46:52,13854,Finance,A,500.0,1.0,pending,-1.4130419739897948
Alice,29,2018-08-07 02:42:58,13906,IT,D,0.0,1.0,pending,-0.805804889755361
Dave,51,2018-07-03 20:19:16,9831,Operations,A,1500.0,1.0,needs review,-0.6734718910967307
Eve,38,2020-01-19 21:25:09,3056,Sales,D,1500.0,1.0,pending,-0.9297807233681592
Bob,62,2023-09-26 13:21:21,7494,Operations,C,1500.0,1.0,needs review,0.6891526639375111
Bob,43,2021-03-27 10:37:40,19867,IT,B,500.0,1.0,,0.6885020665615742
Carol,32,2020-03-04 18:34:47,15126,Finance,,0.0,0.0,ok,-1.836296355204424
Eve,33,2021-04-24 11:48:08,16710,Sales,C,1500.0,0.0,needs review,-0.7008858885040223
Bob,32,2023-09-27 02:40:38,9233,IT,B,1500.0,1.0,ok,-1.1514713603688345
Frank,25,2020-08-20 13:29:40,19773,HR,,500.0,1.0,ok,1.3900199884718376
Bob,39,2023-09-18 15:48:24,14511,,,1000.0,1.0,excellent,-0.1390628507219702
Eve,45,2023-09-25 23:00:47,9662,,D,500.0,1.0,ok,-0.3374645946063921
Frank,57,2023-01-27 11:55:43,14563,Operations,C,500.0,0.0,needs review,-0.1594573152747177
Carol,60,2018-02-15 05:49:49,12654,IT,C,1500.0,1.0,ok,-0.6569690636749508
Carol,62,2019-12-09 20:07:31,14101,,,1500.0,1.0,excellent,1.064410391679201
Frank,53,2023-10-11 16:28:59,4533,Finance,A,1000.0,0.0,ok,-0.572684640636784
Alice,25,2020-04-09 17:56:44,15013,,A,500.0,0.0,pending,-1.4407513237882057
Carol,59,2018-09-22 13:45:38,9883,IT,A,1500.0,1.0,pending,2.07398386475186
Carol,58,2022-05-29 10:21:55,16474,HR,A,1000.0,0.0,,0.1279858069438728
Alice,62,2020-05-29 01:29:47,8857,IT,D,1500.0,1.0,pending,0.0493323731226649
Bob,20,2022-03-01 16:06:56,6123,Operations,,1000.0,1.0,excellent,0.1758729696980678
Eve,52,2020-06-05 23:14:44,5363,HR,C,500.0,1.0,ok,-0.6372863812125305
Eve,39,2021-07-19 19:41:13,14251,HR,B,1000.0,0.0,excellent,1.8685401122348688
Alice,68,2023-04-11 02:24:54,13853,Operations,,1500.0,1.0,ok,1.2712377038663292
Frank,24,2017-08-04 03:38:51,3544,IT,B,1000.0,0.0,needs review,0.6927173333335783
Frank,38,2021-03-09 10:05:48,18541,,A,1000.0,1.0,excellent,-0.0062750927726484
Carol,28,2023-01-25 09:04:53,13328,IT,B,1500.0,1.0,,1.4532909315714675
Frank,35,2023-03-20 19:22:35,6286,Sales,C,0.0,0.0,excellent,-0.9233705677081234
Alice,58,2023-06-27 14:34:16,16807,IT,B,0.0,1.0,needs review,-0.2678107459341153
Alice,32,2020-07-24 10:39:11,11894,Finance,B,500.0,1.0,needs review,0.9308242773109692
Alice,33,2023-01-04 12:16:14,10711,Finance,,1000.0,1.0,,-1.7566201403124564
Dave,34,2023-06-05 18:40:10,4999,HR,B,1000.0,1.0,ok,-0.8499654313955346
Dave,20,2021-07-13 18:05:28,4570,Finance,,1500.0,1.0,,0.3312651012541831
Dave,56,2020-08-19 03:05:15,19227,Sales,A,1000.0,0.0,pending,0.714657470015957
Dave,69,2023-09-04 10:32:04,6323,IT,D,1000.0,1.0,needs review,-0.6370505188054276
Frank,46,2020-03-06 07:30:02,18363,Operations,A,1000.0,0.0,excellent,0.5825770402938192
Frank,65,2023-05-02 15:54:26,11149,,D,0.0,1.0,,-2.8573983116343595
Dave,41,2019-09-02 23:03:54,6834,IT,B,1000.0,0.0,needs review,-0.6025307711856873
Carol,23,2020-08-22 02:41:30,11215,Sales,A,1000.0,0.0,,0.6265320219646316
Alice,68,2018-10-04 02:37:29,10062,IT,C,1000.0,1.0,needs review,0.7665583581518466
Dave,48,2022-07-08 22:54:56,10386,Operations,B,1000.0,1.0,excellent,0.4861497038993318
Frank,18,2019-07-02 05:29:22,13704,Operations,D,0.0,1.0,ok,0.3411690310533553
Eve,24,2019-09-25 09:32:34,8280,Sales,A,1500.0,1.0,pending,2.5125706957797456
Dave,42,2022-05-18 17:08:55,8804,Operations,A,1000.0,1.0,pending,-0.4817485890868155
Dave,28,2022-05-07 06:04:15,12768,Sales,C,1000.0,1.0,excellent,1.7654830396953205
Frank,62,2018-08-31 11:11:36,6397,Sales,A,1500.0,1.0,needs review,-1.2743849930853814
Eve,41,2018-05-16 05:52:24,15895,IT,A,500.0,1.0,ok,-0.9529375351278844
Frank,31,2020-12-13 07:50:13,10525,HR,,1000.0,1.0,pending,-0.8024313528145018
Bob,44,2021-05-29 15:51:27,16096,Finance,A,1500.0,1.0,ok,0.1388485753714309
Frank,30,2020-10-02 22:22:53,14485,IT,A,500.0,1.0,,-0.5054002058326585
Alice,41,2017-11-10 21:20:49,4133,,C,1000.0,0.0,ok,-0.7477041959110169
Carol,64,2017-12-14 20:07:34,3986,Finance,,0.0,0.0,pending,-0.6570806995444672
Eve,26,2021-09-11 00:14:53,10344,Operations,B,1000.0,1.0,needs review,0.4162875027632939
Eve,56,2021-07-19 03:01:45,11338,IT,,1500.0,1.0,pending,-0.4591895673072216
Dave,29,2020-05-23 14:18:57,13119,,D,1000.0,1.0,needs review,1.198444670672193
Carol,21,2019-09-13 03:48:01,16581,IT,D,500.0,0.0,excellent,0.3003239153268398
Alice,19,2018-11-06 22:08:12,18883,IT,,0.0,1.0,excellent,0.0196477666491081
Frank,55,2022-11-20 12:52:19,4562,Sales,B,500.0,1.0,,-0.4775102281108059
Dave,45,2018-07-13 00:34:23,7748,IT,A,500.0,0.0,excellent,0.4975490071862897
Bob,23,2023-11-13 02:00:45,15410,Operations,,1000.0,1.0,pending,-0.0954894129187741
Dave,45,2022-12-01 19:02:28,17657,,A,1000.0,0.0,,-1.696468468985901
Bob,40,2020-10-18 09:38:33,11327,Operations,A,1000.0,1.0,ok,-2.003125012189721
Dave,24,2017-08-16 16:07:35,4155,Operations,B,1000.0,0.0,ok,0.5495793690134871
Dave,23,2022-09-20 13:28:18,4144,,B,500.0,0.0,needs review,-1.2412052192569698
Frank,58,2018-03-22 01:56:43,19133,Finance,C,500.0,1.0,pending,1.058387705229213
Frank,42,2023-06-11 20:52:41,15727,Operations,A,1500.0,0.0,pending,0.3378450917074308
Bob,48,2017-09-28 03:21:46,6731,,C,1500.0,0.0,pending,-0.3848003190478197
Carol,30,2022-02-05 21:48:10,19968,Finance,C,0.0,1.0,,2.732001898665169
Eve,32,2017-10-18 03:30:53,4422,HR,C,1500.0,1.0,excellent,-0.7265176724356779
Carol,44,2018-01-21 08:07:03,13189,Finance,C,0.0,1.0,ok,-0.2326689545172646
Bob,43,2022-12-22 02:42:47,4164,IT,,1500.0,1.0,excellent,-0.1128497108609227
Frank,50,2022-05-08 00:04:48,4713,HR,A,1500.0,0.0,needs review,-0.137411369836264
Frank,65,2017-10-24 04:22:34,15529,Finance,B,1000.0,1.0,excellent,0.9140111557736847
Dave,56,2018-09-09 23:19:48,18741,Operations,C,500.0,1.0,excellent,-0.6540403023597834
Eve,20,2019-04-07 10:56:02,3162,Sales,B,0.0,1.0,excellent,-0.3154000741382367
Carol,41,2020-03-24 14:03:13,19599,Finance,B,1000.0,1.0,,1.5399507439712414
Dave,44,2020-04-04 21:58:26,4285,IT,A,1000.0,1.0,,-1.1706669927479847
Bob,36,2019-08-06 14:41:29,12585,Finance,A,1000.0,1.0,excellent,0.5349012745039106
Carol,20,2019-11-19 14:05:16,16723,Operations,A,1500.0,1.0,needs review,-2.8896466552140407
Frank,62,2021-09-07 08:44:03,12908,IT,A,500.0,1.0,,-0.0038871201210681
Dave,49,2021-11-30 15:30:14,10288,HR,B,500.0,0.0,ok,-0.7604982018179977
Eve,67,2017-08-09 05:01:58,5248,Operations,D,500.0,0.0,ok,0.1738045770586904
Bob,26,2018-05-10 20:57:49,9723,Sales,D,0.0,0.0,,-0.4123273105098454
Dave,67,2018-03-22 03:23:05,12665,Sales,C,1000.0,1.0,ok,-0.0449221894258461
Dave,54,2022-08-16 11:49:55,12070,HR,C,0.0,1.0,,0.3020724128001257
Carol,43,2023-11-14 14:51:39,3729,Sales,C,1000.0,0.0,needs review,1.04663688575067
Bob,42,2018-09-20 16:13:41,6153,Operations,,0.0,1.0,ok,-0.2777368537888594
Frank,35,2021-02-15 19:30:34,12223,Sales,B,0.0,1.0,pending,0.2675420973755334
Carol,43,2018-06-06 09:37:45,11560,,C,500.0,1.0,pending,0.3807689785943883
Bob,63,2017-08-09 16:53:25,15277,,C,1000.0,1.0,pending,0.6662762613663433
Dave,29,2021-08-26 11:23:07,10077,Operations,B,1000.0,1.0,excellent,0.7408136906225407
Eve,53,2017-10-31 14:28:53,10275,IT,C,1000.0,1.0,pending,-0.7818366915633385
Dave,57,2017-11-03 18:57:22,13316,,C,1000.0,0.0,needs review,-0.214512469454336
Frank,60,2020-07-26 08:14:50,10480,IT,B,1000.0,1.0,pending,-1.2465478292779424
Eve,67,2019-09-30 21:39:44,19231,Operations,,1500.0,1.0,,-2.258480124335199
Bob,33,2023-04-22 01:55:46,10880,Sales,D,1500.0,1.0,pending,0.4189452216948569
Dave,56,2023-03-11 09:25:41,11521,Finance,A,1500.0,1.0,excellent,1.7409451146179054
Carol,54,2021-10-06 00:05:44,6299,Sales,C,0.0,0.0,excellent,-0.82866946563368
Alice,24,2023-08-25 12:25:54,7711,HR,A,1500.0,1.0,excellent,-1.111652515991279
Carol,29,2017-12-13 22:02:47,5832,Sales,C,500.0,1.0,,-1.756799563240008
Alice,63,2023-03-21 14:33:21,3432,Sales,C,1500.0,1.0,ok,-0.2160724497944808
Dave,35,2020-03-02 00:51:31,19557,Operations,D,500.0,1.0,ok,-0.2235148037787808
Eve,24,2022-08-21 23:46:57,5972,Sales,A,500.0,1.0,pending,-2.8410177690049463
Frank,56,2022-11-16 02:30:40,5862,,B,500.0,1.0,needs review,0.3888978897425086
Alice,48,2023-08-22 21:57:59,8089,Operations,,1000.0,1.0,pending,-0.7699512346427789
Dave,69,2022-09-03 07:25:40,6702,HR,,1000.0,1.0,needs review,0.7017869215957012
Dave,60,2023-05-05 13:15:25,6299,Sales,A,0.0,1.0,needs review,-1.1925557592957208
Carol,25,2022-10-23 09:36:52,13155,HR,,1500.0,1.0,ok,1.1049842664064822
Bob,38,2017-11-30 15:36:33,17346,Sales,A,1500.0,1.0,needs review,-0.1349568595957394
Eve,40,2021-07-01 13:27:37,6969,,D,1000.0,1.0,,-0.9909511255482694
Carol,27,2019-09-03 13:51:03,11985,,D,500.0,0.0,excellent,-0.6087171265146549
Frank,35,2023-03-08 02:14:09,14664,,A,1000.0,0.0,ok,-0.7661020761905767
Alice,36,2020-04-03 14:07:24,5051,,C,1500.0,1.0,ok,-0.4376482222001285
Dave,63,2017-11-21 05:59:05,17544,Operations,A,0.0,0.0,excellent,-0.0964886578378525
Eve,65,2020-01-06 05:02:50,7351,Operations,B,1500.0,1.0,excellent,-0.4068067275198705
Carol,58,2019-04-04 23:11:02,4329,IT,B,500.0,1.0,needs review,2.22266276764226
Eve,59,2018-05-26 09:11:48,19911,HR,D,1500.0,1.0,needs review,1.3350488874963544
Bob,62,2023-06-18 00:50:41,10742,Sales,A,0.0,1.0,excellent,-0.4874319369641831
Carol,63,2020-02-07 10:50:53,10218,Sales,C,1000.0,1.0,needs review,-1.1048704075894793
Frank,37,2021-07-08 21:33:22,7169,IT,C,1000.0,1.0,pending,-0.3782402212816441
Frank,44,2022-06-06 12:11:24,15759,IT,A,1000.0,0.0,excellent,0.3815869261432346
Dave,26,2021-02-10 10:48:30,10248,IT,D,1000.0,1.0,needs review,-0.9237287362190916
Carol,67,2021-11-28 15:13:12,14290,Finance,,1500.0,1.0,pending,-1.1607674996281243
Dave,45,2018-01-20 15:21:59,19202,Sales,B,1000.0,1.0,ok,-2.348834356708268
Eve,53,2021-05-21 16:09:03,14339,IT,C,0.0,1.0,needs review,0.7661530666495663
Eve,48,2023-06-11 18:17:40,19805,Operations,D,0.0,1.0,needs review,0.9887427217682536
Bob,34,2018-07-17 21:23:40,9202,Operations,C,1000.0,1.0,ok,-0.0628736984982182
Eve,43,2017-09-27 09:08:01,9472,HR,B,500.0,0.0,needs review,1.1083213208691358
Frank,19,2018-08-26 18:30:52,13137,Sales,D,1000.0,1.0,excellent,1.0890423696980278
Frank,36,2022-11-29 10:47:45,17309,Operations,D,500.0,1.0,excellent,-0.6887286323332331
Alice,23,2018-03-22 21:48:07,9012,IT,D,0.0,0.0,excellent,0.4226251302728571
Bob,18,2021-01-18 14:42:49,10054,IT,D,1000.0,1.0,excellent,0.914767479701851
Carol,67,2019-05-09 23:46:04,8578,IT,C,500.0,1.0,,-0.0283316631571377
Alice,29,2018-02-09 06:20:10,16592,IT,B,1000.0,1.0,pending,-0.7670033066881654
Alice,26,2020-07-05 10:23:33,15549,,C,500.0,1.0,,0.4924374361853836
Carol,67,2022-04-26 10:06:41,19211,,B,1500.0,1.0,needs review,0.4635375106051034
Dave,56,2022-07-21 00:34:47,16529,HR,C,500.0,0.0,,-0.7117489505860513
Frank,56,2020-12-25 18:19:59,8001,Finance,A,500.0,1.0,pending,-1.4948996072508758
Bob,38,2023-04-17 14:40:31,6510,Operations,D,0.0,1.0,needs review,-0.0400387745121945
Alice,18,2019-03-19 17:12:50,7439,Sales,D,500.0,1.0,ok,-0.1980704389376573
Dave,33,2018-03-20 08:25:58,6495,Operations,A,1000.0,0.0,,0.8141778945426182
Frank,64,2018-04-13 22:59:28,4861,Finance,C,500.0,1.0,excellent,0.0881275058005356
Alice,49,2022-09-06 04:37:35,19634,Operations,B,500.0,1.0,ok,-1.5141366564749923
Dave,58,2020-08-20 14:32:16,18727,Finance,,1500.0,1.0,needs review,2.645414442809252
Dave,28,2020-10-11 14:06:56,12737,Sales,,500.0,1.0,needs review,-0.5463227568781599
Eve,33,2022-03-27 19:20:51,14938,,B,500.0,1.0,pending,0.9615718303045
Dave,67,2019-07-14 22:12:57,14812,HR,,1000.0,0.0,excellent,0.4528320311202173
Bob,49,2023-01-11 22:35:25,17885,Finance,B,500.0,1.0,,0.2438219626918398
Carol,29,2021-07-27 13:00:39,9776,,C,1000.0,1.0,needs review,-0.6028326788311309
Carol,67,2022-12-02 08:40:25,18816,Finance,B,1000.0,1.0,needs review,1.2809420838277776
Alice,29,2023-03-26 03:17:17,3433,HR,,1000.0,1.0,excellent,-0.0027584233481097
Alice,33,2023-01-10 19:03:11,17231,Sales,D,1500.0,0.0,ok,1.016532537094742
Carol,55,2018-11-23 09:49:45,5725,Operations,A,1500.0,1.0,ok,0.3813111647814268
Frank,65,2019-08-10 17:12:44,15932,Operations,C,500.0,0.0,ok,-1.6249778227774112
Frank,59,2020-06-01 23:54:18,11516,Finance,C,1500.0,1.0,excellent,-3.028835848454402
Eve,64,2023-03-02 09:59:28,13637,Operations,,1500.0,1.0,pending,-0.9652415230275734
Frank,58,2020-04-13 08:17:59,9672,Sales,B,0.0,0.0,,1.6405899954691443
Eve,51,2018-12-31 02:44:31,3731,,A,0.0,1.0,,-0.0657923409086055
Frank,37,2019-09-13 00:01:24,5768,Operations,D,1500.0,1.0,pending,-1.081092906303776
Dave,35,2018-03-14 19:36:22,15017,Sales,,500.0,1.0,,-0.8715162273368343
Alice,21,2021-02-07 00:12:45,4812,Sales,B,0.0,1.0,pending,0.1931367995473127
Frank,54,2022-02-09 01:31:07,18830,,,0.0,1.0,excellent,-0.5103155902805842
Dave,21,2018-03-03 01:24:54,14860,Finance,D,0.0,1.0,excellent,-0.4638419351387062
Frank,43,2021-08-09 12:01:41,9864,Sales,C,1500.0,1.0,needs review,-0.2352421821064623
Frank,51,2017-07-29 22:15:15,12511,,C,500.0,0.0,pending,0.6555623282621972
Dave,67,2017-11-23 08:11:46,18117,Sales,C,1000.0,1.0,excellent,0.9926073155892744
Frank,20,2018-04-14 16:44:01,11485,Finance,D,1000.0,1.0,pending,0.2882890908904085
Bob,50,2022-11-19 02:52:42,8494,Finance,C,1500.0,1.0,pending,-1.2267589456838084
Frank,34,2018-06-06 03:20:07,19552,HR,,1000.0,0.0,excellent,-0.8105212211830196
Carol,47,2023-03-23 02:27:47,16764,IT,D,1000.0,0.0,excellent,1.818785413112396
Frank,61,2021-07-21 11:57:29,16956,IT,A,500.0,0.0,ok,-0.4485499942585471
Frank,19,2022-02-19 16:57:37,7006,HR,,1500.0,1.0,excellent,-0.8662590380391292
Eve,61,2020-11-08 21:18:39,18094,HR,A,0.0,0.0,,-0.7298898890199698
Frank,44,2019-10-24 10:47:27,16466,Finance,,1000.0,1.0,ok,0.6040671017721999
Frank,31,2018-01-22 17:08:39,19933,HR,,1000.0,1.0,,-0.0488538834210594
Dave,62,2017-09-11 23:16:55,16958,Sales,C,0.0,1.0,ok,0.2179381225050332
Bob,29,2023-01-31 00:23:33,3509,IT,C,500.0,1.0,pending,-0.1797898838042405
Frank,37,2017-12-20 05:23:44,17999,HR,A,1000.0,1.0,pending,1.0092807883852497
Bob,42,2018-11-13 01:06:55,4205,IT,B,1500.0,0.0,excellent,-0.4444485052822157
Alice,64,2022-05-02 19:06:32,8547,HR,C,500.0,1.0,,1.3569957099739998
Carol,45,2020-06-25 18:56:12,6710,Finance,,500.0,1.0,excellent,0.3284357509928071
Frank,28,2020-09-18 12:35:21,11371,Finance,B,1500.0,0.0,,0.3886126198256051
Frank,48,2021-06-20 09:26:51,3758,IT,D,1000.0,1.0,ok,1.162487294596875
Carol,19,2023-08-17 10:27:06,19470,Sales,A,1000.0,1.0,needs review,-1.422739538797652
Frank,64,2017-09-28 13:27:16,12659,,C,1000.0,1.0,pending,1.0941102760503116
Bob,61,2021-01-28 14:35:42,5950,Sales,C,0.0,1.0,pending,-0.9978067487486374
Bob,50,2017-08-20 17:51:41,18317,Operations,D,0.0,1.0,needs review,0.6359170770170569
Alice,65,2019-09-14 09:11:58,12444,IT,A,0.0,1.0,pending,0.373955509186627
Carol,37,2022-01-22 20:10:13,5372,HR,,1000.0,1.0,ok,-2.5595466208629905
Frank,47,2022-10-03 14:14:55,18905,HR,C,1000.0,0.0,,-0.543413705714815
Eve,39,2018-02-22 04:46:55,4538,Operations,,1000.0,0.0,pending,-0.1697463874500533
Alice,64,2023-09-02 09:27:06,9943,IT,C,1500.0,1.0,excellent,-0.3877973468653145
Frank,31,2023-11-07 19:01:17,14651,Sales,B,1000.0,1.0,,-2.688156412620495
Bob,25,2023-01-19 14:28:50,10023,Operations,C,1000.0,0.0,,0.5187730041979015
Eve,21,2022-09-25 08:52:18,4549,Sales,B,1000.0,1.0,needs review,0.9029175368725756
Bob,40,2019-04-03 07:45:05,14872,Sales,B,0.0,1.0,ok,-0.5469116581949613
Dave,41,2022-10-20 10:17:26,10694,Operations,D,1000.0,1.0,excellent,1.238963760003792
Alice,30,2022-12-13 18:51:55,7192,Finance,C,1000.0,1.0,needs review,0.5593486730936308
Dave,33,2022-02-08 03:16:49,11690,Sales,C,1000.0,1.0,ok,-0.4357664779398082
Frank,29,2022-04-15 13:38:00,12533,Finance,B,1500.0,1.0,pending,-0.2072940828063956
Alice,55,2023-09-26 13:23:54,3889,Sales,B,1000.0,1.0,pending,0.8916048568401542
Carol,36,2023-07-09 20:39:02,10758,Sales,D,0.0,1.0,excellent,0.5275108365898188
Dave,67,2022-12-11 17:30:24,16042,Sales,D,500.0,0.0,needs review,0.0110409752093191
Eve,21,2019-09-03 10:20:30,6780,Operations,A,500.0,1.0,ok,0.165896047495845
Frank,22,2017-12-19 08:32:09,15844,IT,B,0.0,1.0,excellent,-0.2908799601380207
Alice,64,2018-02-16 20:04:58,13986,,C,1000.0,1.0,,-0.8135350903698868
Alice,65,2019-10-10 12:01:31,12698,,C,500.0,1.0,ok,0.2211790382004159
Bob,59,2018-11-10 14:07:07,3151,,C,1000.0,0.0,excellent,0.7087147398108812
Frank,36,2019-10-10 07:13:41,5197,Sales,D,1500.0,1.0,needs review,0.5312714443647657
Bob,53,2022-08-21 05:58:06,5164,HR,B,500.0,1.0,ok,-0.6708325869577872
Dave,33,2018-10-19 04:39:17,3159,Sales,A,1000.0,1.0,ok,-0.0977110288296933
Dave,50,2023-11-03 13:02:36,4911,Operations,C,500.0,1.0,ok,0.8076885748464886
Alice,35,2020-11-24 13:39:16,6016,,D,1500.0,1.0,needs review,-0.7632450558499224
Dave,36,2018-01-22 22:10:11,18810,IT,A,1000.0,1.0,excellent,0.2048132208788105
Bob,46,2021-10-13 01:10:44,13296,Operations,D,1500.0,1.0,ok,-2.445858378029273
Frank,54,2022-08-30 03:12:26,4061,Sales,,1000.0,1.0,,-0.2892781530559876
Bob,32,2018-04-06 13:36:25,15312,Operations,C,1000.0,1.0,needs review,-0.2391246552400573
Dave,42,2022-11-20 11:03:53,11338,HR,C,1000.0,1.0,pending,0.4122132942648233
Alice,61,2021-07-05 06:08:04,6913,HR,A,1000.0,1.0,needs review,-0.5929594959240562
Bob,21,2022-09-01 16:47:20,3987,Operations,B,1000.0,0.0,,1.1196034005122597
Bob,39,2019-03-01 01:25:33,4938,IT,B,0.0,1.0,ok,-0.3242621569877433
Dave,60,2019-05-30 23:23:57,17831,Operations,C,500.0,1.0,,0.2089545746398395
Bob,21,2022-06-05 20:02:07,15005,Sales,B,0.0,1.0,pending,-0.2274126606692506
Carol,27,2021-03-20 19:35:54,17469,Operations,B,1500.0,1.0,pending,-0.2092370141443999
Eve,68,2020-12-26 04:50:56,18959,HR,A,1500.0,1.0,pending,-0.4133981698612762
Bob,29,2019-01-24 15:35:54,6472,HR,B,500.0,1.0,ok,0.0708479762487199
Alice,32,2023-09-18 15:12:59,5873,IT,C,500.0,0.0,needs review,-0.1044678074915268
Bob,68,2018-10-10 18:17:44,6921,IT,A,0.0,1.0,needs review,-0.4227636066765715
Eve,34,2018-09-08 21:49:10,13317,HR,B,1000.0,1.0,needs review,-0.025958112755056
Eve,26,2019-07-13 17:18:36,11156,Sales,C,500.0,1.0,pending,0.656392229509597
Alice,41,2023-07-21 16:00:56,3844,Sales,D,500.0,0.0,pending,0.2547305377224101
Dave,45,2023-11-12 12:19:23,10757,,A,500.0,1.0,excellent,0.6212824842860035
Bob,51,2018-09-15 09:34:23,10334,HR,A,1500.0,1.0,pending,-0.8172854746639896
Carol,67,2022-04-15 22:48:01,8310,Operations,C,1500.0,1.0,excellent,-0.9148983964476392
Bob,50,2019-09-18 08:08:12,16607,Finance,B,1500.0,0.0,ok,-0.7176382391173517
Dave,69,2022-10-21 20:19:40,12285,,B,1500.0,1.0,pending,-1.0950535850450915
Frank,46,2021-02-16 20:46:34,16037,Finance,A,1000.0,0.0,excellent,-0.2739334653487204
Bob,30,2018-05-24 06:36:44,12627,,C,1500.0,0.0,ok,-1.475065775508901
Eve,22,2022-04-26 22:40:35,3454,Finance,D,1000.0,1.0,excellent,-1.0153540178635945
Carol,68,2021-10-31 08:25:03,8881,IT,C,1000.0,1.0,,-1.1938164908957023
Dave,32,2022-08-10 05:47:44,6318,IT,,1500.0,0.0,,3.3655649196112383
Bob,45,2019-11-23 21:46:11,3410,Finance,D,500.0,1.0,ok,-2.9301271919334457
Frank,69,2021-08-08 12:08:11,13423,Operations,A,1000.0,0.0,,-0.4337691672893705
Frank,39,2018-01-10 00:14:07,4647,,A,0.0,0.0,excellent,-0.4125407876202525
Alice,35,2018-06-30 11:08:59,10550,Finance,C,0.0,0.0,pending,-0.0822858785223234
Bob,61,2018-11-07 13:33:26,8230,IT,,1000.0,0.0,excellent,0.2239363109277755
Alice,29,2021-10-01 23:50:03,17915,HR,B,1000.0,1.0,ok,-0.965145565558174
Frank,46,2017-09-24 13:14:18,17411,HR,,1000.0,1.0,ok,0.1071306528603645
Dave,19,2019-05-16 17:37:09,15388,Sales,D,1500.0,1.0,ok,-0.4948488472633356
Eve,59,2021-10-03 20:45:46,19888,Finance,B,0.0,1.0,pending,-1.09475330784777
Alice,24,2023-09-10 15:52:36,8091,Sales,B,1500.0,0.0,ok,-0.0768125659013839
Bob,67,2021-01-05 07:42:03,14782,IT,A,500.0,1.0,,0.5186490771250669
Bob,31,2019-12-06 01:58:46,12097,Operations,A,1000.0,1.0,excellent,0.2034262316850944
Dave,59,2020-07-29 10:42:24,18288,Operations,B,0.0,0.0,pending,-1.1672556942850525
Carol,40,2019-04-30 21:26:18,4906,Finance,C,500.0,0.0,needs review,-0.6627542663784199
Alice,61,2022-11-16 19:52:49,16474,Sales,D,500.0,1.0,pending,-0.7775217346991422
Carol,32,2021-12-04 14:32:46,17714,,D,1000.0,1.0,excellent,1.0376087564298977
Carol,49,2018-03-20 22:50:23,10059,Operations,D,1000.0,1.0,needs review,0.1327201512646501
Carol,33,2021-06-12 20:28:33,13968,HR,A,0.0,1.0,excellent,1.0046469502635478
Frank,67,2018-02-20 18:45:01,17825,HR,C,1000.0,1.0,needs review,-0.1079365765733002
Carol,57,2020-02-23 12:05:00,9841,IT,,0.0,1.0,excellent,0.7071945210988071
Bob,59,2022-03-10 19:41:44,9760,IT,A,1000.0,1.0,,-0.5291977244980748
Frank,19,2017-11-12 08:02:31,9913,Operations,,0.0,1.0,needs review,-0.397908255879685
Carol,57,2019-03-29 09:06:07,12491,Finance,A,500.0,0.0,needs review,1.3980358360330143
Frank,48,2022-08-02 07:26:40,15758,Sales,A,1000.0,1.0,needs review,0.5599293365271101
Carol,48,2021-11-09 23:14:05,13489,Operations,,500.0,0.0,pending,1.4051356996192867
Carol,21,2017-11-10 01:01:10,16791,Operations,D,1000.0,0.0,ok,-0.8788620974494556
Eve,68,2019-04-02 14:04:21,13312,Sales,,1500.0,1.0,pending,1.4909005421053236
Frank,38,2019-05-09 21:25:05,16643,HR,,1000.0,0.0,,0.2286663123912747
Eve,61,2022-03-28 22:55:49,16839,HR,,1000.0,0.0,pending,0.5325142954814758
Frank,66,2017-08-18 07:07:50,19408,Finance,B,0.0,0.0,,-0.1614894976281128
Carol,51,2020-08-20 11:36:33,13661,IT,C,1000.0,1.0,ok,0.1741584643275087
Carol,33,2020-05-29 00:03:15,18286,Operations,,1000.0,1.0,,0.6066591205988701
